"","ExtendedID","Subject1Tag","Subject2Tag","MultipleBirth","IsMz","Subject1LastSurvey","Subject2LastSurvey","RImplicitPass1","RImplicit","RImplicit2004","RImplicitDifference","RExplicit","RExplicitOldestSibVersion","RExplicitYoungestSibVersion","RExplicitPass1","RPass1","R"
"97",147,14701,14702,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"98",148,14901,14902,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"99",153,15301,15302,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"100",157,15701,15702,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"101",157,15801,15802,0,0,1998,2002,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"102",157,15901,15902,0,0,2000,2008,0.5,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,0.5
"103",157,15901,15903,0,0,2000,1998,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"104",157,15901,15904,0,0,2000,1998,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"105",157,15901,15905,0,0,2000,1998,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"106",157,15902,15903,0,0,2008,1998,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"107",157,15902,15904,0,0,2008,1998,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"108",157,15902,15905,0,0,2008,1998,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"109",157,15903,15904,0,0,1998,1998,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"110",157,15903,15905,0,0,1998,1998,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"111",157,15904,15905,2,0,1998,1998,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"112",160,16101,16102,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"113",165,16501,16502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"114",165,16501,16503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"115",165,16502,16503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"116",167,16701,16702,0,0,2004,2004,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"117",174,17401,17402,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"118",175,17501,17502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"119",175,17501,17503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"120",175,17501,17504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"121",175,17502,17503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"122",175,17502,17504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"123",175,17503,17504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"124",179,17901,17902,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"125",180,18001,18002,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"126",180,18001,18003,0,0,2008,2002,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"127",180,18002,18003,0,0,2006,2002,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"128",183,18301,18302,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"129",183,18301,18303,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"130",183,18302,18303,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"131",192,19201,19202,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"132",192,19201,19203,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"133",192,19202,19203,0,0,2008,2008,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"134",197,19701,19702,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"135",200,20001,20002,0,0,2008,2008,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5
"136",203,20301,20302,0,0,1992,2006,NA,0.5,0.5,0,0.25,NA,0.25,0.25,0.25,0.25
"137",204,20401,20402,0,0,1988,2002,NA,0.25,0.25,0,NA,NA,NA,NA,NA,0.25
"138",205,20501,20502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"139",205,20501,20503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"140",205,20502,20503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"141",210,21101,21102,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"142",210,21101,21103,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"143",210,21101,21104,0,0,2008,2008,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5
"144",210,21102,21103,0,0,2008,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"145",210,21102,21104,0,0,2008,2008,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5
"146",210,21103,21104,0,0,2008,2008,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5
"147",221,22101,22102,0,0,2008,2008,NA,NA,0.375,NA,0.5,0.5,0.5,0.5,0.5,0.5
"148",221,22101,22103,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"149",221,22101,22104,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"150",221,22102,22103,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"151",221,22102,22104,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"152",221,22103,22104,0,0,2008,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"153",221,22401,22402,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"154",221,22401,22403,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"155",221,22402,22403,0,0,2008,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"156",227,22701,22702,0,0,2008,2008,NA,NA,0.25,NA,0.25,0.25,0.25,0.25,0.25,0.25
"157",227,22701,22703,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"158",227,22701,22704,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"159",227,22702,22703,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"160",227,22702,22704,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"161",227,22703,22704,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"162",228,22801,22802,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"163",228,22801,22803,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"164",228,22801,22804,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"165",228,22802,22803,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"166",228,22802,22804,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"167",228,22803,22804,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"168",231,23101,23102,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"169",236,23601,23602,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"170",236,23601,23603,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"171",236,23602,23603,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"172",238,23901,23902,0,0,2008,2006,NA,NA,0.375,NA,0.25,0.25,0.25,0.25,0.25,0.25
"173",238,23901,23903,0,0,2008,2006,NA,NA,0.25,NA,0.25,0.25,0.25,0.25,0.25,0.25
"174",238,23902,23903,0,0,2006,2006,NA,NA,0.25,NA,0.25,0.25,0.25,0.25,0.25,0.25
"175",238,24001,24002,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"176",244,24401,24402,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"177",244,24401,24403,0,0,2006,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"178",244,24402,24403,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"179",245,24501,24502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"180",245,24501,24503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"181",245,24502,24503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"182",247,24901,24902,0,0,2008,2008,0.5,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"183",247,24901,24903,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"184",247,24901,24904,0,0,2008,2008,NA,0.25,NA,NA,0.25,0.25,NA,0.25,0.25,0.25
"185",247,24902,24903,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"186",247,24902,24904,0,0,2008,2008,NA,0.25,NA,NA,0.25,0.25,NA,0.25,0.25,0.25
"187",247,24903,24904,0,0,2008,2008,0.5,0.5,NA,NA,0.5,0.5,NA,0.5,0.5,0.5
"188",250,25001,25002,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"189",251,25201,25202,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"190",254,25401,25402,0,0,2008,2008,NA,0.5,0.375,0.125,0.5,0.5,0.5,0.5,0.5,0.5
"191",254,25401,25403,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"192",254,25401,25404,0,0,2008,2006,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"193",254,25401,25405,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"194",254,25402,25403,0,0,2008,2008,0.25,0.25,0.375,-0.125,0.25,0.25,0.25,0.25,0.25,0.25
"195",254,25402,25404,0,0,2008,2006,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"196",254,25402,25405,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"197",254,25403,25404,0,0,2008,2006,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"198",254,25403,25405,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"199",254,25404,25405,0,0,2006,2008,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5
"200",254,25501,25502,0,0,2002,2008,0.5,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,0.5
"201",254,25501,25503,0,0,2002,2008,0.5,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,0.5
"202",254,25501,25504,0,0,2002,2008,0.5,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,0.5
"203",254,25501,25505,0,0,2002,2008,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"204",254,25502,25503,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"205",254,25502,25504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"206",254,25502,25505,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"207",254,25503,25504,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"208",254,25503,25505,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"209",254,25504,25505,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"210",256,25601,25602,0,0,2008,2008,NA,0.25,0.375,-0.125,0.25,0.25,NA,0.25,0.25,0.25
"211",258,25801,25802,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"212",258,25801,25803,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"213",258,25802,25803,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"214",262,26201,26202,0,0,2008,1998,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"215",265,26501,26502,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"216",265,26501,26503,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"217",265,26501,26504,0,0,2006,2006,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"218",265,26502,26503,0,0,2006,2006,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"219",265,26502,26504,0,0,2006,2006,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"220",265,26503,26504,0,0,2006,2006,0.5,0.5,0.5,0,0.5,NA,NA,NA,0.5,0.5
"221",272,27201,27202,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"222",272,27201,27203,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"223",272,27201,27204,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"224",272,27202,27203,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"225",272,27202,27204,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"226",272,27203,27204,0,0,2006,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"227",274,27501,27502,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
"228",278,27801,27802,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"229",278,27801,27803,0,0,2008,2006,0.25,0.25,0.25,0,0.25,0.25,NA,0.25,0.25,0.25
"230",278,27801,27804,0,0,2008,2004,NA,0.25,NA,NA,0.25,0.25,NA,0.25,0.25,0.25
"231",278,27802,27803,0,0,2008,2006,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"232",278,27802,27804,0,0,2008,2004,0.5,0.5,NA,NA,0.5,0.5,NA,0.5,0.5,0.5
"233",278,27803,27804,0,0,2006,2004,0.5,0.5,NA,NA,0.5,NA,NA,NA,0.5,0.5
"234",281,28201,28202,0,0,2008,2008,0.5,0.5,0.5,0,0.5,0.5,NA,0.5,0.5,0.5
"235",283,28501,28502,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
"236",283,28501,28503,0,0,2008,2008,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25
